 INFO | 2016-07-01 16:02:31,210 | Common.java | 85 | Startup activites...
 INFO | 2016-07-01 16:02:31,214 | Common.java | 85 | Test Output Directory creation successful :D:\Data\official\Project\Forbes\iSafe_3.0_Forbes_Morning_Report\TestResults\2016_07_01_04_02_31_PM
 INFO | 2016-07-01 16:02:31,214 | Common.java | 85 | Log File creation successful : LogFile.log
 INFO | 2016-07-01 16:02:31,218 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 16:02:31,224 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 16:02:31,475 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 16:02:31,696 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 16:02:31,697 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2016-07-01 16:02:31,752 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:31,752 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:31,753 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:31,754 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 16:02:31,754 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2016-07-01 16:02:31,789 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:31,790 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:31,790 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:31,793 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 16:02:31,794 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2016-07-01 16:02:31,879 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:31,879 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:31,880 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:31,881 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 16:02:31,882 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2016-07-01 16:02:31,929 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:31,930 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:31,931 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 16:02:35,400 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,401 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,401 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,402 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,402 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,402 | Common.java | 85 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-07-01 16:02:35,403 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,404 | Common.java | 85 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-07-01 16:02:35,404 | Common.java | 85 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,404 | Common.java | 85 | Element time out set
 INFO | 2016-07-01 16:02:35,403 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,409 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,409 | Common.java | 85 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-07-01 16:02:35,406 | Common.java | 85 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,411 | Common.java | 85 | Element time out set
 INFO | 2016-07-01 16:02:35,404 | Common.java | 85 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-07-01 16:02:35,412 | Common.java | 85 | Opening Chrome Browser...
 INFO | 2016-07-01 16:02:35,412 | Common.java | 85 | Opening Chrome Browser...
 INFO | 2016-07-01 16:02:35,413 | Common.java | 85 | Getting value of AppiumTimeOut from Test Configuration file : 600
 INFO | 2016-07-01 16:02:35,413 | Common.java | 85 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,413 | Common.java | 85 | Element time out set
 INFO | 2016-07-01 16:02:35,413 | Common.java | 85 | Opening Chrome Browser...
 INFO | 2016-07-01 16:02:35,414 | Common.java | 85 | Getting value of AppiumTimeOut from Test Configuration file : 600
 INFO | 2016-07-01 16:02:35,411 | Common.java | 85 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 16:02:35,413 | Common.java | 85 | Getting value of AppiumTimeOut from Test Configuration file : 600
 INFO | 2016-07-01 16:02:35,415 | Common.java | 85 | Element time out set
 INFO | 2016-07-01 16:02:35,415 | Common.java | 85 | Opening Chrome Browser...
 INFO | 2016-07-01 16:02:35,416 | Common.java | 85 | Getting value of AppiumTimeOut from Test Configuration file : 600
 INFO | 2016-07-01 16:02:35,448 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 16:02:35,448 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 16:02:35,448 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 16:02:35,448 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 16:02:35,448 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 16:02:35,448 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 16:02:35,449 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 16:02:35,448 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 16:02:46,292 | Common.java | 85 | Successfully Maximised Browser Window
 INFO | 2016-07-01 16:02:46,319 | Common.java | 85 | Browser: Open Successful : chrome
 INFO | 2016-07-01 16:02:46,320 | Common.java | 85 | Open Browser : chrome
 INFO | 2016-07-01 16:02:46,321 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 16:02:46,321 | Common.java | 85 | Navigating to URL : http://www.forbes.com/
 INFO | 2016-07-01 16:02:46,386 | Common.java | 85 | Successfully Maximised Browser Window
 INFO | 2016-07-01 16:02:46,391 | Common.java | 85 | Successfully Maximised Browser Window
 INFO | 2016-07-01 16:02:46,391 | Common.java | 85 | Successfully Maximised Browser Window
 INFO | 2016-07-01 16:02:46,418 | Common.java | 85 | Browser: Open Successful : chrome
 INFO | 2016-07-01 16:02:46,419 | Common.java | 85 | Open Browser : chrome
 INFO | 2016-07-01 16:02:46,421 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 16:02:46,421 | Common.java | 85 | Navigating to URL : http://www.forbes.com/
 INFO | 2016-07-01 16:02:46,438 | Common.java | 85 | Browser: Open Successful : chrome
 INFO | 2016-07-01 16:02:46,438 | Common.java | 85 | Open Browser : chrome
 INFO | 2016-07-01 16:02:46,439 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 16:02:46,440 | Common.java | 85 | Navigating to URL : http://www.forbes.com/
 INFO | 2016-07-01 16:02:46,451 | Common.java | 85 | Browser: Open Successful : chrome
 INFO | 2016-07-01 16:02:46,451 | Common.java | 85 | Open Browser : chrome
 INFO | 2016-07-01 16:02:46,452 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 16:02:46,453 | Common.java | 85 | Navigating to URL : http://www.forbes.com/
