 INFO | 2016-07-01 12:09:48,904 | Common.java | 85 | Startup activites...
 INFO | 2016-07-01 12:09:48,908 | Common.java | 85 | Test Output Directory creation successful :D:\Data\official\Project\Forbes\iSafe_3.0_Forbes_Morning_Report\TestResults\2016_07_01_00_09_48_PM
 INFO | 2016-07-01 12:09:48,909 | Common.java | 85 | Log File creation successful : LogFile.log
 INFO | 2016-07-01 12:09:48,912 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:09:48,919 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:09:49,232 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 12:09:49,358 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 12:09:49,359 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2016-07-01 12:09:49,426 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 12:09:49,426 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 12:09:49,427 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 12:09:49,428 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 12:09:49,429 | Common.java | 85 | Getting value of Tc_Settings_Excelpath from Test Configuration file : ./data/TestCaseSettings.xls
 INFO | 2016-07-01 12:09:49,463 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 12:09:49,464 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 12:09:49,464 | Common.java | 85 | Getting value of Test Suite from Test Configuration file : Regression_Suite
 INFO | 2016-07-01 12:09:50,042 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:09:50,042 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:09:50,042 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:09:50,043 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:09:50,043 | Common.java | 85 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-07-01 12:09:50,043 | Common.java | 85 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-07-01 12:09:50,043 | Common.java | 85 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:09:50,044 | Common.java | 85 | Element time out set
 INFO | 2016-07-01 12:09:50,044 | Common.java | 85 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:09:50,044 | Common.java | 85 | Element time out set
 INFO | 2016-07-01 12:09:50,046 | Common.java | 85 | Opening Chrome Browser...
 INFO | 2016-07-01 12:09:50,046 | Common.java | 85 | Opening Chrome Browser...
 INFO | 2016-07-01 12:09:50,046 | Common.java | 85 | Getting value of AppiumTimeOut from Test Configuration file : 600
 INFO | 2016-07-01 12:09:50,046 | Common.java | 85 | Getting value of AppiumTimeOut from Test Configuration file : 600
 INFO | 2016-07-01 12:09:50,072 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 12:09:50,072 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 12:09:50,073 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 12:09:50,073 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 12:09:52,980 | Common.java | 85 | Successfully Maximised Browser Window
 INFO | 2016-07-01 12:09:52,980 | Common.java | 85 | Successfully Maximised Browser Window
 INFO | 2016-07-01 12:09:52,992 | Common.java | 85 | Browser: Open Successful : chrome
 INFO | 2016-07-01 12:09:52,992 | Common.java | 85 | Open Browser : chrome
 INFO | 2016-07-01 12:09:52,993 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 12:09:52,993 | Common.java | 85 | Navigating to URL : http://www.forbes.com/
 INFO | 2016-07-01 12:09:52,997 | Common.java | 85 | Browser: Open Successful : chrome
 INFO | 2016-07-01 12:09:52,998 | Common.java | 85 | Open Browser : chrome
 INFO | 2016-07-01 12:09:52,998 | Common.java | 85 | Getting value of AppURL from Test Configuration file : http://www.forbes.com/
 INFO | 2016-07-01 12:09:52,999 | Common.java | 85 | Navigating to URL : http://www.forbes.com/
 INFO | 2016-07-01 12:10:06,306 | Common.java | 85 | Navigation Successful : http://www.forbes.com/
 INFO | 2016-07-01 12:10:06,306 | Common.java | 85 | Navigate to : http://www.forbes.com/
 INFO | 2016-07-01 12:10:06,309 | Common.java | 85 | Getting value of indium_logo_path from Test Configuration file : .\\Logos\\Indium-Software-Logo.jpg
 INFO | 2016-07-01 12:10:06,309 | Common.java | 85 | Getting value of client_logo_path from Test Configuration file : .\\Logos\\client_logo.jpg
 INFO | 2016-07-01 12:10:06,310 | Common.java | 85 | Getting value of indium_logo_path from Test Configuration file : .\\Logos\\Indium-Software-Logo.jpg
 INFO | 2016-07-01 12:10:06,310 | Common.java | 85 | Getting value of client_logo_path from Test Configuration file : .\\Logos\\client_logo.jpg
 INFO | 2016-07-01 12:10:06,322 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:10:06,323 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:10:06,323 | Common.java | 85 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-07-01 12:10:06,323 | Common.java | 85 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:10:06,323 | Common.java | 85 | Element time out set
 INFO | 2016-07-01 12:10:06,324 | Common.java | 85 | ##### Start of Test Case : Welcome Page Validations #####
 INFO | 2016-07-01 12:10:06,325 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:06,326 | Common.java | 85 | Getting value of TestDataFile from Test Configuration file : .\data\TestData.xls
 INFO | 2016-07-01 12:10:06,542 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:06,543 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:06,557 | Common.java | 85 | Parsing : Quote of the day#xpath=//div[@class='content-inner']
 INFO | 2016-07-01 12:10:06,557 | Common.java | 85 | Desktop_1_1-Identify By : xpath
 INFO | 2016-07-01 12:10:06,557 | Common.java | 85 | Desktop_1_1-Locator : //div[@class='content-inner']
 INFO | 2016-07-01 12:10:06,558 | Common.java | 85 | Desktop_1_1Locator Description : Quote of the day
 INFO | 2016-07-01 12:10:06,696 | Common.java | 85 | Sucessfully got the text 'QUOTE OF
THE DAY
"Be so good that when you look up, you see no limits."
Zerina Akers'
 INFO | 2016-07-01 12:10:06,696 | Common.java | 85 | Forbes Quote of the Day-QUOTE OF
THE DAY
"Be so good that when you look up, you see no limits."
Zerina Akers
 INFO | 2016-07-01 12:10:06,697 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:06,699 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:06,699 | Common.java | 85 | Parsing : Welcome Page Ads#xpath=//div[@id='ads']
 INFO | 2016-07-01 12:10:06,700 | Common.java | 85 | Desktop_1_1-Identify By : xpath
 INFO | 2016-07-01 12:10:06,700 | Common.java | 85 | Desktop_1_1-Locator : //div[@id='ads']
 INFO | 2016-07-01 12:10:06,700 | Common.java | 85 | Desktop_1_1Locator Description : Welcome Page Ads
 INFO | 2016-07-01 12:10:06,851 | Common.java | 85 | Screenshot of Welcome Ads
 INFO | 2016-07-01 12:10:06,852 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:07,500 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:07,501 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:07,526 | Common.java | 85 | Parsing : Continue to site#xpath=//a[@class='continue-button']
 INFO | 2016-07-01 12:10:07,526 | Common.java | 85 | Desktop_1_1-Identify By : xpath
 INFO | 2016-07-01 12:10:07,527 | Common.java | 85 | Desktop_1_1-Locator : //a[@class='continue-button']
 INFO | 2016-07-01 12:10:07,527 | Common.java | 85 | Desktop_1_1Locator Description : Continue to site
 INFO | 2016-07-01 12:10:07,653 | Common.java | 85 | Navigation Successful : http://www.forbes.com/
 INFO | 2016-07-01 12:10:07,653 | Common.java | 85 | Navigate to : http://www.forbes.com/
 INFO | 2016-07-01 12:10:07,655 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:07,672 | Common.java | 85 | Getting value of indium_logo_path from Test Configuration file : .\\Logos\\Indium-Software-Logo.jpg
 INFO | 2016-07-01 12:10:07,674 | Common.java | 85 | Getting value of client_logo_path from Test Configuration file : .\\Logos\\client_logo.jpg
 INFO | 2016-07-01 12:10:07,675 | Common.java | 85 | Getting value of indium_logo_path from Test Configuration file : .\\Logos\\Indium-Software-Logo.jpg
 INFO | 2016-07-01 12:10:07,676 | Common.java | 85 | Getting value of client_logo_path from Test Configuration file : .\\Logos\\client_logo.jpg
 INFO | 2016-07-01 12:10:07,677 | Common.java | 85 | Getting value of indium_logo_path from Test Configuration file : .\\Logos\\Indium-Software-Logo.jpg
 INFO | 2016-07-01 12:10:07,678 | Common.java | 85 | Getting value of client_logo_path from Test Configuration file : .\\Logos\\client_logo.jpg
 INFO | 2016-07-01 12:10:07,679 | Common.java | 85 | Getting value of indium_logo_path from Test Configuration file : .\\Logos\\Indium-Software-Logo.jpg
 INFO | 2016-07-01 12:10:07,679 | Common.java | 85 | Getting value of client_logo_path from Test Configuration file : .\\Logos\\client_logo.jpg
 INFO | 2016-07-01 12:10:07,692 | Common.java | 85 | Sucessfully got the text 'CONTINUE TO SITE'
 INFO | 2016-07-01 12:10:07,692 | Common.java | 85 | CONTINUE TO SITE-CONTINUE TO SITE
 INFO | 2016-07-01 12:10:07,693 | Common.java | 85 | Getting value of Version_Name from Test Configuration file : 2
 INFO | 2016-07-01 12:10:07,694 | Common.java | 85 | Getting value of Project_Name from Test Configuration file : DEMO
 INFO | 2016-07-01 12:10:07,695 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:07,695 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:07,697 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:07,699 | Common.java | 85 | Getting value of Last runs results in Barchart from Test Configuration file : No
 INFO | 2016-07-01 12:10:07,700 | Common.java | 85 | Getting value of GridExecution from Test Configuration file : Yes
 INFO | 2016-07-01 12:10:07,701 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:07,704 | Common.java | 85 | Getting value of ElementLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:10:07,704 | Common.java | 85 | Getting value of TextLoadWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:10:07,705 | Common.java | 85 | Getting value of PageLoadWaitTime from Test Configuration file : 60
 INFO | 2016-07-01 12:10:07,706 | Common.java | 85 | Getting value of ImplicitlyWaitTime from Test Configuration file : 30
 INFO | 2016-07-01 12:10:07,706 | Common.java | 85 | Element time out set
 INFO | 2016-07-01 12:10:07,706 | Common.java | 85 | ##### Start of Test Case : Home page Validations #####
 INFO | 2016-07-01 12:10:07,708 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
 INFO | 2016-07-01 12:10:07,709 | Common.java | 85 | Getting value of TestDataFile from Test Configuration file : .\data\TestData.xls
 INFO | 2016-07-01 12:10:07,926 | Common.java | 85 | Parsing : Continue to site#xpath=//a[@class='continue-button']
 INFO | 2016-07-01 12:10:07,926 | Common.java | 85 | Desktop_1_1-Identify By : xpath
 INFO | 2016-07-01 12:10:07,926 | Common.java | 85 | Desktop_1_1-Locator : //a[@class='continue-button']
 INFO | 2016-07-01 12:10:07,927 | Common.java | 85 | Desktop_1_1Locator Description : Continue to site
 INFO | 2016-07-01 12:10:07,933 | Common.java | 85 | Getting value of CssStyle from Test Configuration file : Style3
